44101.0,1.5,7.8,0.0,407.0,166.0,66.3,4.5,2110.0,7.9,0.0,228.0,70.2,5.5,2120.0,7.9,0.0,280.0,94.0,72.3,0.3,2010.0,7.3,0.0,84.0,21.0,81.0,0.02,2000.0,0.0,58.8,95.5,0.0,70.0,0.0,79.4,87.3,99.6
39024.0,3.0,7.7,0.0,443.0,214.0,69.2,6.5,2660.0,7.7,0.0,244.0,75.4,7.7,2570.0,7.6,0.0,474.0,96.0,79.2,0.4,2700.0,7.5,0.0,91.0,17.0,94.1,0.0,2590.0,0.0,60.7,94.8,0.0,80.8,0.0,79.5,92.1,100.0
32229.0,5.0,7.6,0.0,528.0,186.0,69.9,3.4,1666.0,7.7,0.0,220.0,72.7,4.5,1594.0,7.7,0.0,272.0,92.0,78.3,0.2,1742.0,7.6,0.0,128.0,21.0,81.0,0.05,1888.0,0.0,58.2,95.6,0.0,52.9,0.0,75.8,88.7,98.5
35023.0,3.5,7.9,205.0,588.0,192.0,65.6,4.5,2430.0,7.8,236.0,268.0,73.1,8.5,2280.0,7.8,158.0,376.0,96.0,77.1,0.4,2060.0,7.6,20.0,104.0,20.0,96.7,0.0,1840.0,33.1,64.2,95.3,87.3,72.3,90.2,82.3,89.6,100.0
36924.0,1.5,8.0,242.0,496.0,176.0,64.8,4.0,2110.0,7.9,0.0,236.0,57.6,4.5,2020.0,7.8,0.0,372.0,88.0,68.2,0.2,2250.0,7.6,19.0,108.0,22.0,65.9,0.02,2120.0,0.0,62.7,95.6,0.0,71.0,92.1,78.2,87.5,99.5
38572.0,3.0,7.8,202.0,372.0,186.0,68.8,4.5,1644.0,7.8,0.0,248.0,66.1,8.5,1762.0,7.7,150.0,460.0,100.0,76.0,0.3,1768.0,7.5,20.0,100.0,28.0,82.1,0.0,1764.0,0.0,59.7,96.5,86.7,78.3,90.1,73.1,84.9,100.0
41115.0,6.0,7.8,0.0,552.0,262.0,64.1,5.0,1603.0,7.8,0.0,320.0,67.5,6.5,1608.0,7.8,192.0,376.0,122.0,72.1,0.4,1668.0,7.5,21.0,76.0,26.0,84.6,0.05,1703.0,0.0,61.9,93.8,89.1,79.8,0.0,86.2,90.1,99.0
36107.0,5.0,7.7,215.0,489.0,334.0,40.7,6.0,1613.0,7.6,0.0,304.0,53.9,8.0,1557.0,7.6,181.0,350.0,90.0,71.1,0.4,1596.0,7.5,17.0,162.0,18.0,66.7,0.0,1606.0,0.0,70.4,95.6,90.6,53.7,92.1,66.9,94.6,100.0
29156.0,2.5,7.7,206.0,451.0,194.0,69.1,4.5,1249.0,7.7,206.0,220.0,61.8,4.0,1219.0,7.7,111.0,282.0,124.0,77.4,0.3,1233.0,7.5,16.0,118.0,19.0,84.2,0.03,1338.0,46.1,43.6,92.5,85.6,58.2,92.2,73.8,90.2,99.4
39246.0,2.0,7.8,172.0,506.0,200.0,69.0,5.0,1865.0,7.8,208.0,248.0,66.1,6.5,1929.0,7.8,164.0,463.0,100.0,78.0,0.6,1825.0,7.6,19.0,157.0,27.0,87.0,0.02,1616.0,21.2,59.7,90.8,88.4,66.1,89.0,69.0,86.5,99.6
42393.0,0.7,7.9,189.0,478.0,230.0,67.0,5.5,1410.0,8.1,173.0,192.0,62.5,5.0,1406.0,7.7,172.0,412.0,104.0,71.2,0.4,1562.0,7.6,152.0,306.0,131.0,79.6,3.5,1575.0,0.6,45.8,92.0,11.6,25.7,19.6,36.0,43.0,36.4
42857.0,1.5,7.7,238.0,319.0,292.0,33.8,3.5,1261.0,7.6,170.0,268.0,31.3,4.2,1204.0,7.6,116.0,276.0,104.0,51.9,0.3,1261.0,7.4,320.0,350.0,238.0,73.9,2.0,1304.0,31.8,61.2,92.9,0.0,0.0,0.0,0.0,18.5,42.9
42911.0,0.7,7.6,114.0,252.0,116.0,58.6,1.2,1238.0,7.9,148.0,136.0,64.7,3.0,1208.0,7.7,79.0,216.0,70.0,82.9,0.3,1177.0,7.5,84.0,172.0,104.0,78.8,0.06,1221.0,46.6,48.5,91.7,0.0,20.4,26.3,31.7,10.3,95.4
40376.0,0.0,8.1,204.0,333.0,174.0,67.8,3.0,2390.0,7.8,231.0,156.0,74.4,2.5,2540.0,7.8,136.0,325.0,78.0,79.5,0.4,2580.0,7.6,32.0,153.0,98.0,87.8,0.0,2550.0,41.1,50.0,84.0,76.5,52.9,84.3,54.1,43.7,100.0
40923.0,3.5,7.6,146.0,329.0,188.0,57.4,2.5,1300.0,7.6,162.0,132.0,63.6,2.0,1324.0,7.6,109.0,243.0,88.0,81.8,0.2,1467.0,7.5,19.0,94.0,41.0,82.9,0.02,1545.0,32.7,33.3,90.0,82.6,61.3,87.0,71.4,78.2,99.2
43830.0,1.5,7.8,177.0,512.0,214.0,58.9,5.5,1605.0,7.7,164.0,256.0,71.9,5.5,1599.0,7.7,118.0,320.0,70.0,88.6,0.4,1401.0,7.6,25.0,203.0,20.0,85.0,0.0,1110.0,28.0,72.7,92.7,78.8,36.6,85.9,60.4,90.7,100.0
39165.0,1.2,7.4,250.0,447.0,252.0,61.1,7.0,1533.0,7.4,275.0,216.0,57.4,6.5,1501.0,7.4,138.0,269.0,90.0,73.3,0.5,1458.0,7.3,14.0,9.0,20.0,82.5,0.0,1402.0,49.8,58.3,92.3,89.9,96.8,94.4,98.1,92.1,100.0
35791.0,1.2,7.8,277.0,466.0,246.0,63.4,4.0,1556.0,7.7,0.0,288.0,65.3,6.0,1846.0,7.7,166.0,419.0,174.0,80.5,1.3,1664.0,7.5,24.0,124.0,26.0,82.7,0.03,1606.0,0.0,39.6,78.3,85.5,70.4,91.3,73.4,89.4,99.4
37419.0,1.2,7.6,219.0,446.0,222.0,61.3,5.5,1600.0,7.7,266.0,240.0,70.0,5.0,1645.0,7.6,172.0,345.0,102.0,84.3,0.4,1670.0,7.5,42.0,175.0,53.0,84.2,0.02,1780.0,35.3,57.5,92.0,75.6,49.3,80.8,60.8,76.1,99.6
40983.0,3.0,7.6,182.0,431.0,214.0,57.0,7.0,1591.0,7.5,219.0,248.0,58.1,5.5,1473.0,7.5,175.0,376.0,88.0,65.9,0.4,1537.0,7.5,23.0,120.0,25.0,68.0,0.0,1597.0,20.1,64.5,93.6,86.9,68.1,87.4,72.2,88.3,100.0
42217.0,8.5,7.5,138.0,333.0,240.0,55.0,3.8,1087.0,7.5,153.0,184.0,67.4,4.0,1109.0,7.5,108.0,194.0,82.0,85.4,0.4,1136.0,7.1,16.0,62.0,17.0,94.1,0.0,1223.0,29.4,55.4,91.3,85.2,68.0,88.4,81.4,92.9,100.0
47665.0,1.2,7.7,156.0,405.0,200.0,74.0,4.0,1856.0,7.6,178.0,184.0,71.7,3.5,1976.0,7.5,128.0,302.0,92.0,78.3,0.3,1920.0,7.6,19.0,71.0,23.0,78.3,0.01,1706.0,28.1,50.0,91.4,85.2,76.5,87.8,82.5,88.5,99.8
44314.0,3.0,7.8,155.0,389.0,308.0,49.4,6.0,1927.0,7.7,252.0,308.0,49.4,6.5,2150.0,7.7,121.0,302.0,108.0,72.2,0.6,1950.0,7.6,15.0,87.0,23.0,69.7,0.0,1869.0,52.0,64.9,90.8,87.6,71.2,90.3,77.6,92.5,100.0
